chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,class
0.4178757667541504,0.017291979864239693,2861.3338220583837,2334.8800251509288,5319.351900540865,0.24397160456730768,-494.7192077636719,34.71977615356445,-18.736055374145508,-2.4648821353912354,-10.790775299072266,-15.930298805236816,-10.212658882141113,-13.500429153442383,-11.73276424407959,-0.2757839858531952,-7.590635776519775,0.9488356113433838,-6.053956508636475,-3.578895092010498,-1.0156779289245605,-5.460892677307129,-3.1898694038391113,-2.801337242126465,-7.184588432312012,-2.5232760906219482,1
0.42389652132987976,0.03953646495938301,3026.037038345773,2214.6875786948867,5321.655422303735,0.2646305735518293,-435.9403076171875,22.465566635131836,-15.349400520324707,2.6859779357910156,-8.849153518676758,-12.905482292175293,-1.6186732053756714,-14.770862579345703,-12.562616348266602,4.603316783905029,-10.996274948120117,-4.396579742431641,-4.767277240753174,-6.586544990539551,-6.714986801147461,-4.948619365692139,1.6926528215408325,-0.9980930089950562,-0.09470813721418381,3.607285261154175,1
0.44854605197906494,0.05544004961848259,3035.24702394009,2542.130329285225,5863.434544613487,0.150244140625,-336.17510986328125,42.30464172363281,-18.45216178894043,10.394906044006348,-11.737785339355469,-2.307396173477173,-6.089503765106201,-15.4957857131958,-5.2860002517700195,-6.785617351531982,-7.435067653656006,-1.5621628761291504,-5.46745491027832,-1.3207523822784424,-5.3057403564453125,2.2862930297851562,-3.4594790935516357,-3.0082082748413086,-0.5426044464111328,-0.12266729027032852,1
0.5543048977851868,0.01319543644785881,3258.5059881900393,2594.792242654681,6166.284699135638,0.31736896054964536,-550.288330078125,40.678558349609375,-8.624371528625488,2.182605266571045,1.2877758741378784,-5.8913445472717285,-4.8315911293029785,-4.902758598327637,-10.223477363586426,-5.333937644958496,-4.056759357452393,-5.873383522033691,-4.50718355178833,-3.197161912918091,-6.38414192199707,-0.24479712545871735,-6.762120246887207,-3.2126479148864746,-4.935718536376953,-5.61881160736084,1
0.4647279679775238,0.005126813426613808,3239.2385335158824,2620.2703641027233,5962.947692871094,0.3042022705078125,-584.1796264648438,42.67140197753906,-3.5320167541503906,3.7901833057403564,-1.7682180404663086,-6.952932834625244,-9.395644187927246,-7.974389553070068,-11.06135368347168,-1.7319902181625366,-2.5728464126586914,-9.235624313354492,-0.42558079957962036,-4.405360698699951,-2.412776470184326,-4.458301067352295,-4.797723293304443,-0.9504098892211914,-5.322722434997559,-3.778640031814575,1
0.4624044895172119,0.022131413221359253,2475.3964613556127,2484.2900735280145,5100.677490234375,0.1475006813226744,-471.2666320800781,46.470577239990234,-14.774439811706543,3.951627492904663,-13.223833084106445,-7.196633338928223,7.128047466278076,-8.927053451538086,-6.74696683883667,-2.3392934799194336,-2.042640209197998,-1.2783397436141968,-3.059551954269409,-1.2552769184112549,-2.217012405395508,-0.0927160382270813,-1.674100637435913,0.7865487933158875,1.2293061017990112,6.9358930587768555,1
0.4493197500705719,0.06136102229356766,3079.0599759506135,2693.2757783085085,6049.869999004777,0.2299120471735669,-343.794189453125,30.688905715942383,-15.840018272399902,-3.982269048690796,-2.527897596359253,-9.594244956970215,-12.85323715209961,-0.04161003604531288,-13.657865524291992,-9.514050483703613,3.7655110359191895,-2.452908515930176,-4.215964317321777,-0.07134728133678436,-3.416409730911255,-5.4183125495910645,-2.7006263732910156,1.2479981184005737,0.7519816756248474,4.828206539154053,1
0.5156775116920471,0.03074866347014904,3078.6251406266038,2513.2471191419663,5899.7037561928355,0.18428151200457318,-438.91705322265625,43.17584991455078,-18.981075286865234,13.520918846130371,5.405323505401611,-2.433410882949829,0.7929782271385193,-5.701657772064209,-13.25800895690918,3.61523175239563,-4.726578712463379,-5.409280776977539,4.466078281402588,-4.183962821960449,-3.8801991939544678,1.4044510126113892,-4.560649871826172,0.5998967885971069,-4.04088020324707,-0.9841997027397156,1
0.5527126789093018,0.017185455188155174,2831.5777206322196,2728.592418040213,5980.600873161765,0.21371719260620914,-506.6236267089844,43.63532257080078,-8.160242080688477,7.374546051025391,3.8101837635040283,-6.737247467041016,0.6501858830451965,-0.030672458931803703,-8.292024612426758,3.5794951915740967,-4.776510715484619,0.46520742774009705,0.2574631869792938,-1.3959027528762817,0.8110431432723999,-0.6523542404174805,-4.923165321350098,-0.27564963698387146,-2.757282257080078,-0.7057808637619019,1
0.49371349811553955,0.013191268779337406,2632.7938629200357,2476.1544690296637,5045.117469743497,0.13303264992774566,-514.675048828125,49.754940032958984,-8.939058303833008,14.721582412719727,6.1704325675964355,-7.368993282318115,0.12627820670604706,-9.898484230041504,-5.197806358337402,4.650676727294922,-1.4731067419052124,-2.9249701499938965,7.369161605834961,-2.5738744735717773,-3.5032782554626465,5.690683364868164,-8.194510459899902,1.2171266078948975,-1.9740809202194214,-1.871447205543518,1
